,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
839,kabeerk57,"Don’t listen to what they say. Go see...
#webdeveloper
#businessowner 
#writer",Uttar Pradesh,1584,1664,35054,613,Supreme Court judge Bela Trivedi was appointed as a judge on 15 Feb 2011 in the Gujarat HC. Delhi HC Judge Suresh Kait was appointed as a judge on 5 Sept 2008. He is senior to Trivedi. But Trivedi was made the judge of the Supreme Court. Don’t know why! #Casteist_Collegium https://t.co/dVsX7XLF6a,[]
840,iNitinTomar,"Sanatani 🚩
RTs/Likes/Follwers/Following/Replies not Endorsement",India,288,723,2488,864,"3 kids die after taking 'cough syrup' at Delhi's mohalla clinic, 13 hospitalised https://t.co/leiFByWq7b",[]
841,crkotian2,सत्यमेव जयते,"Karnataka, India",11417,10887,77752,864,"3 kids die after taking 'cough syrup' at Delhi's mohalla clinic, 13 hospitalised https://t.co/leiFByWq7b",[]
842,pareshdedhia,,,406,79,3228,631,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
843,SattvikHippie,सनातनी वेदिक आर्यावर्त | Meditator 🧘‍♂| Vegetarian 🌱 |🇮🇳 | RTs Not Endorsements | Tech & Politics Enthusiast,,301,743,54419,3936,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
844,Chetna311,RT≠ endorsement,,566,106,58339,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
845,pronami007,,,764,529,48201,20,"A related myth that AAP uses to its advantage all the time

Yes, Delhi Police is under Central Govt

But to prosecute anyone in court for a crime committed in Delhi, consent of Delhi govt is needed.

So Delhi police cannot really do anything without consent of Delhi CM.",[]
846,nsmahalwal27,"अध्यक्ष  एजिड-एलिंग_सी•सि•वेल्फेयर एसोसिएशन, भा ज पा शिक्षक पर्कोष्ठ,दिल्ली अध्यापक परिषद,हिन्दू राष्ट्र प्रेमी, रा.स्वंय से.सं. #पपूमोदीजी द्वारा फोलो.",,1124,1067,47324,9,#BREAKING | BJP holds news briefing over AAP Minister's VIP treatment in Tihar jail. Demands Delhi CM Arvind Kejriwal sack Jail Minister Satyendar Jain for receiving massages and other 5-star treatment inside prison cell. Tune in for updates - https://t.co/Z1OvMAFAdI https://t.co/PWshBzGD3J,['BREAKING']
847,uday_birje,"Technologist, Mentor, Leadership Executive. Innovation & Authentic Leadership, Drives Me !

Wildlife Enthusiast, Wildlife Photography","Bangalore, India",2747,901,18393,631,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
848,Whodat994,,,289,60,24620,3936,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
849,Haarshbaranwal,Guerrier,,52,2,19,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
850,JayankGupta,गौरवशाली भारतीय और गौरवशाली हिंदू/ जय श्री राम 🙏🏻 /स्वयं सेवक / राष्ट्र सर्वोपरि.,"कानपुर, भारत",1606,224,7435,310,"The horrible conditions at Tihar Jail which is administered by @ArvindKejriwal Govt. This is Satyendra Jain, a Minister in Team Kejri, having a harrowing time in his Tihar Jail cell. #AAP ka ‘Delhi Model’ for doubters.
https://t.co/NnXT1LS3Fw",[]
851,whifflein,Healthcare. Climate Change & Environment.,"New York, USA",1048,287,15256,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
852,Murali1096,,NTR District,2623,1686,80722,3936,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
853,main_amitabh_,"Traveller, Foodie, History & Political Enthusiast",Darbhanga/BLR/Patna/Del/Ranchi,536,100,1509,0,"@ndtv How is that BJP claims, can't u see yourself that he is getting all short of massage inside high security Tihar Jail, also he is the Jail minister of Delhi and is minister and not been sacked by Kattar Immandar Arvind Kejriwal even though he is in jail since 5 months https://t.co/VD82eGMq9j",[]
854,GamingJaatboy,Proud Indian,,104,7,764,3936,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
855,dpshq_guwahati,Apka Dost India Post !!,"Department of Post, Guwahati",71,15,282,12,"Postal Department employees Ravindra Pal and J Lakshmi Prasad were honored with the Best Civil Service Executive Award at the two-days Regional Passport Officers Conference held at Jawaharlal Nehru Bhawan, New Delhi.",[]
856,chaitanyadj,🙏 🕉 SAI RAM 🙏🌹🌹🌹,,2709,368,60909,40,"On this day, 40 years ago, the Asian Games were inaugurated in Delhi. The city changed! Many of the flyovers you see today were built for the event as was the Jawaharlal Nehru stadium. Colour television in India started with the opening ceremony. 
And Appu charmed us all! https://t.co/vxkiGjrq1V",[]
857,ankithbh,"No, thank you.",,324,114,676,9,"Get FREE VIP fanpit passes to the Burrah Project in Delhi this weekend (if you have magicPoints)! #magicBaharHai #asliSavings
https://t.co/7zUQ2hTZIn https://t.co/RrkmRUmPWL","['magicBaharHai', 'asliSavings']"
858,Paramji11788029,My face does not say anything about me .Every entertainment has a message .I am not BJP /Modi Bhakt .I wear mask for covid message spread .,"New Delhi, India",719,101,17504,0,"#DelhiPoliceCommissioner , #DCP #UnionHomeMinister the itch the Delhi police Inspector Manoj kumar Singh wife Rohini Singh has I quite grave . She brings you all down to garbage of a Cockroach semi dead , thrown in my balcony with conversation with her maid - Pradhan Mantri 1/3","['DelhiPoliceCommissioner', 'DCP', 'UnionHomeMinister']"
859,shankssankaran,,gurugram,252,358,124121,10,"And fyi Tihar is under the control of the Delhi government, dept of prisons",[]
860,latifsayyed16,,,425,153,37752,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
861,aaajadhav,"Lesser God| ☘
भारतीय हिंदू🙏","Mumbai, India",306,157,11495,3937,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
862,Rakeshkwt,Lokah samastah sukhino bhavantu 🕉,🇮🇳 ,206,261,46703,3937,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
863,bnitin2010,,,354,60,5140,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
864,Dhirend45598632,I love my india,,27,17,959,413,"BIG STATEMENT BY ARVIND KEJRIWAL

Delhi CM @ArvindKejriwal provides in Writing

'BJP will get less than 20 seats in Delhi MCD' https://t.co/yvqNIvdXRO",[]
865,Raymond145678,,,1045,211,35337,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
866,ankitjain2111,,,879,201,40699,1752,Tihar Jail is managed by Delhi Govt. Satyendra Jail was responsible for Jail administration. Look how Satyendra Jain is getting massage inside jail. @ArvindKejriwal https://t.co/G2aF3QXF2t,[]
867,SoniaLRana,"Philanthropist ,                             President (RAJ Foundation)","India, Delhi",259,7030,1585,3937,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
868,sandeep_patel89,An Engineer working in a MNC. Views are personal. Re-tweets are not endorsements...,,192,190,64836,114,It is again a shocker for us! It is clear BJP is hellbent to keep @SatyendarJain till Gujarat election. The Delhi Court has again denied the bail. BJP doesn't want to give an opportunity to AAP to create a positive optics for AAP in the midst of Gujarat campain! Focus on Gujarat!,[]
869,Prashan81775786,,,308,314,101383,76,"Delhi News - 4,000 volunteers including former MLAs from UP, Rajasthan, Haryana are being guided by Sunil Bansal to micromanage MCD campaign.",[]
870,wavehit,A Student of Mrs.Hilda Raja;a teacher/Social worker[F&CW]/HandiCraft enthusiast-who has to air her opinion on most things around her.,Camel's Back,2637,1962,412740,20,"A related myth that AAP uses to its advantage all the time

Yes, Delhi Police is under Central Govt

But to prosecute anyone in court for a crime committed in Delhi, consent of Delhi govt is needed.

So Delhi police cannot really do anything without consent of Delhi CM.",[]
871,ragusmg2,Forestry @Cofsirsi | Only Dr Swamy | VHS | Shivamogga | Sirsi | Bengaluru | NCR | Forest Certification | Header Pic courtesy @wildencounters_,,588,695,52754,3,BCCI is now controlled from Delhi.,[]
872,jpsngp,,"Nagpur, Maharashtra",1347,1749,14267,3937,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
873,minku231,"#Jai_Hind
#Bharat_Mata_Ki_Jai 🇮🇳
#Bhagwa #भगवा #केसरी 🇮🇳
#JaiShreeRam 🚩
#जयश्रीराम 🚩 #पधारो_राम_अयोध्या_धाम 🚩","Noida, India",1319,525,38515,0,"@Coolfacts_07 @ELONMAST_99 Whenever I go to Delhi from Noida, I always wear mask due to lot of air pollution. Agar delhi pollution ka yahi haal raha toh vo din bhi aa sakta hai jab log oxygen cylinder bhi carry karenge.",[]
874,chavianupamjain,Writer                                               https://t.co/rQ9CQr6Nyg,"New Delhi, India",16,1103,198178,1,"#Sharddha Many people think Sharddha will not get full justice !Delhi Police is like #shark! #Police knows their work! Sharddha will get full justice ! #AftabAminPoonawala will never get bail,will be hanged soon by the fast court !! The entire nation wants #JusticeforSharddha !! https://t.co/gM6LXDjYkO","['Sharddha', 'shark', 'Police']"
875,CFASocietyIndia,Official Twitter account of CFA Society India.,Incredible India,159,15614,15419,0,"Roshi Jain @hdfcmf says, Build your OWN framework with your philosophy and conviction!

Session 01 | 6th #VIP | Gurgaon, Delhi NCR",['VIP']
876,iyernbk,Tweets are absolutely personal. My opinions on various issues in my country and around the world.,,1482,324,256224,180,"Sad &amp; tragic news coming from RnR Hospital New Delhi. Today we lost

MAJOR SYED ABDUL
Regiment of Artillery
#IndianArmy 

due to multiple organ failure. Major Syed 135 REGULAR  IMA was suffering from Dengue.

Mata Rani gives strength to his family to bear this irreparable loss. https://t.co/Dz6iMJjsBk",['IndianArmy']
877,its_Rohit28,Engineer👷‍♂️ 🛠⚙🔧,New Delhi ,643,128,4233,3937,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
878,CFASocietyIndia,Official Twitter account of CFA Society India.,Incredible India,159,15614,15419,0,"The secret recipe for success is not just about analysis but more about risk management, emotions, and a bit of luck, says Roshi Jain @hdfcmf

Session 01 | 6th #VIP | Gurgaon, Delhi NCR",['VIP']
879,AlwayzUpendra,Simple.,,50,101,36967,58,"We're in New York, Delhi &amp; London for our Blockbusters 2022 special this weekend! From @TopGunMovie to @RRRmovie, India's most expensive  film, we look at the biggest hits. Catch the show on @bbcnews, @bbciplayer and @bbcworldnews https://t.co/mvSoG7sxLc https://t.co/bAEv7uwgyu",[]
880,gaarrlicbread,,,417,86,4200,0,the delhi dexter case so gruesome bruh i hope my 5'1 girl doesn't chop me up into 35 pieces when I ask for her hand in marriage,[]
881,SanjayR68016583,,,10,1,44,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
882,sansing740818,🙏🙏*ॐ सर्व मंगल मांगल्ये शिवे सर्वार्थ साधिके शरण्ये त्रयंबके गौरी नारायणी नमोस्तुते*॥🙏🙏,"Bangalore, India",2322,1571,104409,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
883,DigvijaySwain,"An Unapologetic Hindu🚩
#BlueMove  #MOVErs",Akhand Bharat,895,178,13068,0,"@coolindian Tihar jail comes under Delhi govt. 

🤣

Sukesh was right about Satyendra jain.",[]
884,_chintu1,,,241,9,3411,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
885,dsk22111976,,,44,15,9947,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
886,deepsealioness,"I’m here to make u uncomfortable, same one your mom warned you abt| I bite | #MyNameinUrdu |most Stalked handle |Cat Mom |Views my own| trauma survivor| healing","Chennai, India",447,38134,206859,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
887,ChokidarAjit,,"जामनगर, भारत",81,40,4077,72,"Video has come out of AAP minister Satyendra Jain enjoying foot massage inside Tihar jail

Today AAPians will try to spread rumor that Tihar jail is under Central govt

False!

Tihar jail is run by Dept of Prisons of Govt of Delhi!",[]
888,DirtyPoliticsTs,Proud to be an Indian 🇮🇳,Hindustan,379,24,3135,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
889,pushkarGodbole,"Believer of Cricketism, Gooner for Life, F.R.I.E.N.D.S., Potterhead, Socially Liberal, Economically Capitalist","Pune, India",325,63,1756,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
890,NehaSharma8899,,,2,5,767,46,"BIG STATEMENT BY ARVIND KEJRIWAL

Delhi CM @ArvindKejriwal provides in Writing

'BJP will get less than 20 seats in Delhi MCD'

#McdMeBhiKejriwal https://t.co/TcLlQwDjDy",[]
891,satendrakumart,"ब्राह्मण अग्नि तत्व है, 
शुद्ध करता है और स्वाहा भी ..😡
Opposing Brahmins was step 1
Oppo Sanskrit is step 2,
Oppo Hindi is step 3
Oppo Hindu step 4
what next?",India,13964,28407,64570,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
892,Uniyalavanesh1,it takes nothing to join the crowd. it takes everything to stand alone .,Kailashpur dehradun ,317,123,2636,1786,"What the hell! Delhi Police should handover the case to Team @ABPNews. 

https://t.co/JWDHIoAWTC",[]
893,LugdiSahityakar,,,9,0,99,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
894,Achal_Singh18,Viratain-Cricket-BJP-Hindu,,1672,36,4558,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
895,abhishekshubhra,"Veteran, decorated, entrepreneur. Nation first, always. Secular for decades till Twitter opened my eyes to the sickular Toolkit!",,2914,2043,80183,371,"🚨 Delhi R!ots |

Delhi Court acquits Mohd. Shahnawaz, Mohd. Shoaib, Shahrukh &amp; Rashid of all charges while giving them benefit of doubt. 

Reason: Head constable (witness), during trial took a plea that he was suffering from memory loss and was also taking medicine for the same.",[]
896,gajmohan_sharma,,,157,116,4489,99,"Students are protesting from past 3-4 years.
From Delhi to Lucknow,
Now for Joining...
They are Looking for their dreams.
It might be just trend for you but it's more than that for each selected candidates.
They will be on trending until they reach School.
#BCI_रिजल्ट_जारी_करो https://t.co/uAIv0lN0Zv",[]
897,VishalkumarBha1,Fun loving...☺,,500,68,8326,1074,#WATCH | CCTV video emerges of jailed Delhi minister and AAP leader Satyendar Jain getting a massage inside Tihar jail. https://t.co/MnmigOppnd,['WATCH']
898,Mayank_garg22,#फ़ोकट_का_ज्ञान,,270,30,1282,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
899,dudejasahill,,sohna,288,10,1588,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
900,Mukesh_shivaya,"this all maya.
don't let your desire control you.🕉️
OmNamoShivaya🚩🕉️🕉️",,82,63,17,0,"Everyone want BJP in Delhi..They are best at doing development
#DelhiMangeBJP https://t.co/7i0jZcaj1i",['DelhiMangeBJP']
901,Ashwani_S_Singh,Perfectly created Creature by Perfect God...,,256,119,2228,310,"The horrible conditions at Tihar Jail which is administered by @ArvindKejriwal Govt. This is Satyendra Jain, a Minister in Team Kejri, having a harrowing time in his Tihar Jail cell. #AAP ka ‘Delhi Model’ for doubters.
https://t.co/NnXT1LS3Fw",[]
902,BhatejaSahay,Temples are our living ancestors 🍁🍁,,688,404,25233,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
903,haridasan_vt,ELDER SON OF AN INA SOLDIER,,1033,404,33679,9,#BREAKING | BJP holds news briefing over AAP Minister's VIP treatment in Tihar jail. Demands Delhi CM Arvind Kejriwal sack Jail Minister Satyendar Jain for receiving massages and other 5-star treatment inside prison cell. Tune in for updates - https://t.co/Z1OvMAFAdI https://t.co/PWshBzGD3J,['BREAKING']
904,ShubhrajyotiGh3,Indian,India,1925,84,8165,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
905,chaitoo154,Part time tweeter....RTs/Likes are not endorsements,"Vijayawada, India",2068,740,386345,31,That’s Phenomenal progress of Delhi https://t.co/WYgBahJTwn,[]
906,Charles_Hebdo,🥃,"7, Lok Kalyan Marg",3029,4879,77228,0,"@AskAnshul @KnottyCommander Poora Delhi ek majak hai. More Govt, Zero Governance.",[]
907,tkcnewdelhi,"Hungry?? Make a call trip to TKC !! We serve you hygienic, delicious and value for money food. Experience your gastronomical adventure to TKC and treat your t",,6,2,119,0,"Order Our Saturday Special Chicken Lollipop #Taste Your Buds With TKC SPECIAL Chicken Lollipop - Non Veg Delicious Items   From Swiggy &amp; Zomato  Variety of Veg &amp; Non Veg Food From TKC  Taste Your Favourite Food Item Order in Delhi
Order Online : +91-7240002300, +91-8750909303 https://t.co/jpEUTqTITZ",['Taste']
908,MadukaTFernand1,"Founder - https://t.co/B8BokYRT5z                   Fomer Director Hiru Web News ,Journalist,Political strategist",Sri Lanka,432,106,5277,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
909,AD331144,Happy Happy,,117,46,21863,2,"@ANI This is #AamAadmi of @ArvindKejriwal who is getting foot massage done inside the jail
Also a TV remote can be seen on the pillow &amp; the minister isn't wearing the clothes which prisoners need to wear
#Delhi CM should tell why preferential treatment is being given to the minister",['AamAadmi']
910,rahulsharma2585,,,73,1,208,0,"@MoHFW_INDIA @CVCIndia @NMC_IND  how you validate hospitals functioning ? Don't you inspect private hospital medical treatment records ?thoroughly? 
How I can get your records on which you validate functions of pvt hospitals in delhi.",[]
911,yours_shivendra,"Indian 🇮🇳
Nationalist 🚩", India ,300,91,1628,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
912,MFiroz501,,,85,5,1988,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
913,iamkunaltiwari,Non Fungible Human,lucknow,158,91,2413,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
914,sansing740818,🙏🙏*ॐ सर्व मंगल मांगल्ये शिवे सर्वार्थ साधिके शरण्ये त्रयंबके गौरी नारायणी नमोस्तुते*॥🙏🙏,"Bangalore, India",2322,1571,104409,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
915,haranahall3,,,96,5,579,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
916,naagar_sandeep,,"New Delhi, India",1079,54,890,0,@ANI this shows the failure of the government Central as well as Delhi Government,[]
917,BhatejaSahay,Temples are our living ancestors 🍁🍁,,688,404,25233,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
918,tapan_duary,,West Bengal bankura,43,157,6827,632,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
919,must3339,,"chandigarh,india",686,46,3456,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
920,AG_knocks,Incharge- @IYCWestBengal Social Media.. Will defend Rahul Gandhi till my last breath.,"Jharkhand, India",872,8364,60803,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
921,VimalTank4,,,64,9,1332,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
922,pisaskas,Professional Co2 producer :),,386,15,1772,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
923,Priya1070,,"Gorakhpur, UP",285,233,4762,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
924,Rawat_Jeetrawat,"हिंदू तन मन, हिंदू जीवन, रग रग हिंदू मेरा परिचय। Nation first 🇮🇳 Uttarakhand","Dehradun, India",71,49,2515,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
925,iATweets02,|| ಧರ್ಮೋ ರಕ್ಷತಿ ರಕ್ಷಿತಃ 🚩| Foodie 😋 | Manchester United 🔴 ||,"Bengaluru, India",261,344,23835,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
926,Manikdeb9155,worker.BJPAssamPradesh,sarupathar ,458,311,32308,0,"#HamaraAppNaMoApp
@narendramodi
@sarbanandsonwal
@himantabiswa
@biswajitphukan

PM attends third 'No Money for Terror' Ministerial Conference on Counter-Terrorism Financing in New Delhi
https://t.co/O0xTMdFOn0 via NaMo App https://t.co/A3p09tG96b",['HamaraAppNaMoApp']
927,IndianRestCong,"Authentic news updates, interviews, web features and best practices from the domestic & international food business fraternity",,459,3055,10288,0,"Keynote Session: The secret that is not a secret to improving customer experience…

Speaker:
Ekhlaque Bari, CIO, Jubilant Foodworks

Date: 22nd Nov 2022 | Pullman, New Delhi

Link: https://t.co/5vAuqBoCUy

#IRC2022 https://t.co/WqMteoCmaH",['IRC2022']
928,Santosh10503744,,,510,209,1037,6,Delhi Deputy CM @msisodia will address an imp press conference at 11:30AM .,[]
929,saket_barjibhe,Life is better when you're laughing.,Bagicha chhattisgarh,447,64,7151,40,"On this day, 40 years ago, the Asian Games were inaugurated in Delhi. The city changed! Many of the flyovers you see today were built for the event as was the Jawaharlal Nehru stadium. Colour television in India started with the opening ceremony. 
And Appu charmed us all! https://t.co/vxkiGjrq1V",[]
930,shubh0110,Modi_bhakt,India,1585,153,12419,632,"Arvind Kejriwal has reduced Tihar to a massage parlour. His jailed minister Satyendra Jain would get a masseur, who would, in violation of all jail rules, indulge the inmate, because of his proximity to the Delhi CM. Delhi Govt manages Tihar.

ये भ्रष्टाचारी राजनीति बदलने आए थे। https://t.co/8NgUlqDGFE",[]
931,PritamG_,"Indian, Hindu, Assamese - In that order 🇮🇳 🕉 অ","गुड़गांव, भारत",1359,85,8612,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
932,trustalmighty1,,,500,15,539,9,#BREAKING | BJP holds news briefing over AAP Minister's VIP treatment in Tihar jail. Demands Delhi CM Arvind Kejriwal sack Jail Minister Satyendar Jain for receiving massages and other 5-star treatment inside prison cell. Tune in for updates - https://t.co/Z1OvMAFAdI https://t.co/PWshBzGD3J,['BREAKING']
933,opimist786,"Soccer
leo
vet doctor
love to travel",,1390,244,58302,1466,"Imran Khan is not in power, he and his party are under attack from all sides, his future appears uncertain; why then Indian Establishment continues to see Imran Khan as Enemy No. 1 from New Delhi's prism? https://t.co/jnEEgad2dU via @YouTube",[]
934,AshminAggarwal,"Proud volunteer of @yaifoundations #Congress #RahulGandhi #BharatJodoYatra |
#RT is not endorsement | Vision: #RapeMuktBharat 🇮🇳",India,5897,5878,31337,18,"Video of minister Satyendar Jain getting foot massage in Delhi's Tihar Jail goes viral.

https://t.co/ORtgmMJmGb",[]
935,DocGilRaIm,Proud Hindu. महादेव भक्त. Music Lover 🎶🎸. #RajNandini. #Multilingual. You are strongest when you are connected to your roots.,India,594,3635,50135,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
936,mowgli1979,"Seeker. Entrepreneur. Hindu Nationalist. Freedom comes with Equal Responsibility. Freedom of Expression also. 
All actions have consequences. Act responsibly.","Bengaluru, India",408,161,34136,72,"Video has come out of AAP minister Satyendra Jain enjoying foot massage inside Tihar jail

Today AAPians will try to spread rumor that Tihar jail is under Central govt

False!

Tihar jail is run by Dept of Prisons of Govt of Delhi!",[]
937,samrat197,,"Kalyani, India",327,56,4351,3939,#WATCH | CCTV video emerges of jailed Delhi minister Satyendar Jain getting a massage inside Tihar jail. https://t.co/VMi8175Gag,['WATCH']
938,VKarthikeyan62,,,138,8,797,9,#BREAKING | BJP holds news briefing over AAP Minister's VIP treatment in Tihar jail. Demands Delhi CM Arvind Kejriwal sack Jail Minister Satyendar Jain for receiving massages and other 5-star treatment inside prison cell. Tune in for updates - https://t.co/Z1OvMAFAdI https://t.co/PWshBzGD3J,['BREAKING']
939,ajaydwi06914920,,,197,80,9439,1411,"Delhi minister &amp; AAP leader Satyendar Jain getting a massage inside Tihar jail.

Tihar Jail is run by the Department of Delhi Prisons under the Government of Delhi. https://t.co/xKjTay434L",[]
